+-----------+--------+-----------------+
|    Name   | Median | Fail Percentage |
|  MASC 401 |   A    |       0.0       |
|  MASC 415 |   A-   |       0.0       |
|  MASC 425 |   A    |       0.0       |
|  MASC 430 |   A    |       0.0       |
|  MASC 437 |   A-   |       0.0       |
|  MASC 471 |   A    |       0.0       |
|  MASC 472 |   A    |       0.0       |
|  MASC 474 |   A-   |       0.0       |
|  MASC 475 |   A    |       0.0       |
|  MASC 476 |   A    |       0.0       |
|  MASC 477 |   A-   |       0.0       |
|  MASC 479 |   A    |       0.0       |
|  MASC 480 |   A    |       0.0       |
|  MATH 100 |   C+   |  16.3349605708  |
|  MATH 113 |   B    |       0.0       |
|  MATH 125 |  A-/A  |       0.0       |
|  MATH 130 |   B-   |  7.52427184466  |
|  MATH 150 |   C+   |   16.368286445  |
|  MATH 151 |   B-   |  7.59764579989  |
|  MATH 152 |   C+   |  14.5883910836  |
|  MATH 154 |   C+   |  13.1816936147  |
|  MATH 155 |   C+   |  8.94495412844  |
|  MATH 157 |   B-   |  10.2669850228  |
|  MATH 158 |   B    |  5.16605166052  |
|  MATH 190 |   B    |  4.80456026059  |
|  MATH 197 |   B    |       0.0       |
| MATH 208W |   B+   |       2.5       |
|  MATH 232 |   C+   |  11.6892207186  |
|  MATH 240 |   B-   |  10.2444703143  |
|  MATH 242 | C+/B-  |  13.4615384615  |
|  MATH 251 |   C+   |  9.94493035309  |
|  MATH 252 |   C+   |  8.36653386454  |
|  MATH 254 |   B-   |  7.28929384966  |
|  MATH 302 |   B    |  0.480769230769 |
|  MATH 303 |   B    |  6.62983425414  |
|  MATH 304 |   B    |  2.14285714286  |
|  MATH 308 |   B-   |  5.90979782271  |
|  MATH 309 |   B-   |  5.61797752809  |
|  MATH 310 |   B-   |  8.36473247928  |
|  MATH 314 |   B    |   14.406779661  |
|  MATH 320 |   B    |   3.4188034188  |
|  MATH 322 |   C+   |  15.1515151515  |
|  MATH 338 |   C+   |  15.3846153846  |
|  MATH 340 |   B-   |  9.78260869565  |
|  MATH 341 |   B    |  6.75675675676  |
|  MATH 342 |   B-   |  2.38611713666  |
|  MATH 343 |   B+   |   4.7619047619  |
|  MATH 345 |   B    |       0.0       |
|  MATH 348 |   C+   |       0.0       |
| MATH 370W |   A    |       0.0       |
| MATH 380W |   C+   |       5.6       |
| MATH 381W |   A-   |       0.0       |
|  MATH 397 |   A    |       0.0       |
|  MATH 398 |   B+   |       0.0       |
| MATH 402W |   A-   |       0.0       |
|  MATH 408 | C+/B-  |       5.0       |
|  MATH 418 |   B    |  5.35714285714  |
|  MATH 419 |   B-   |  9.67741935484  |
|  MATH 424 |   A-   |       0.0       |
|  MATH 425 |   A-   |       0.0       |
|  MATH 440 |   B    |   2.7027027027  |
|  MATH 441 | C+/B-  |  8.33333333333  |
|  MATH 443 |   B+   |       0.0       |
|  MATH 445 |   A-   |       0.0       |
|  MATH 447 |   B+   |  3.44827586207  |
|  MATH 448 |   C    |  5.88235294118  |
|  MATH 461 |   A-   |       0.0       |
|  MATH 462 |   B+   |  4.34782608696  |
|  MATH 467 |   B    |       0.0       |
|  MATH 470 |   B    |  8.33333333333  |
| MATH 480W |   A-   |       0.0       |
|  MATH 493 |   A+   |       0.0       |
|  MATH 495 |   B+   |       2.5       |
|  MATH 496 |  A-/A  |       0.0       |
|  MATH 497 |   A    |  5.26315789474  |
| MATH 499W |   A    |       0.0       |
|  MBB 201  |   B    |   1.6501650165  |
|  MBB 222  |   B-   |  5.76798444588  |
|  MBB 231  |   B    |  2.61972984036  |
|  MBB 300  |  A/A+  |       0.0       |
|  MBB 308  |   B    |  0.502512562814 |
|  MBB 309W |   B+   |  0.404858299595 |
|  MBB 321  |   B    |   3.9764359352  |
|  MBB 322  |   B+   |  1.46137787056  |
|  MBB 323  |   B+   |     2.34375     |
|  MBB 324  |   B    |  1.00755667506  |
|  MBB 331  |   B-   |   3.2414910859  |
|  MBB 342  |   B+   |  0.335570469799 |
|  MBB 400  |   A-   |       0.0       |
|  MBB 402  |   B+   |       0.0       |
|  MBB 420  |   A-   |   1.8691588785  |
|  MBB 421  |   B    |  0.655737704918 |
|  MBB 422  |   B    |       0.0       |
|  MBB 423  |   B-   |       0.0       |
|  MBB 424  |  B/B+  |  3.57142857143  |
|  MBB 426  |   B+   |  0.93896713615  |
|  MBB 427  |   B+   |  1.16279069767  |
|  MBB 428  |   A-   |  1.34048257373  |
|  MBB 430  |   A-   |       0.0       |
|  MBB 431  |   A-   |       0.0       |
|  MBB 432  | B+/A-  |       0.0       |
|  MBB 435  |   B    |  2.63157894737  |
|  MBB 436  |   A-   |  2.12765957447  |
|  MBB 437  |   B+   |       0.0       |
|  MBB 438  |   B+   |  0.358422939068 |
|  MBB 440  |   A-   |       0.0       |
|  MBB 441  |   A-   |  1.78571428571  |
|  MBB 442  |   B    |       0.0       |
|  MBB 443  |   B    |  2.77777777778  |
|  MBB 446  |   B+   |  0.704225352113 |
|  MBB 461  |   A-   |       0.0       |
|  MBB 462  |  B/B+  |       0.0       |
|  MBB 471  |   A-   |       0.0       |
|  MBB 481  |   A    |       0.0       |
|  MBB 482  |   A+   |       0.0       |
|  MBB 483  |   A+   |       0.0       |
|  MBB 490  |   A    |       0.0       |
|  MBB 491  |   A    |       0.0       |
|  MBB 492  |   A    |       0.0       |
|  MSE 100  |   B+   |  1.75824175824  |
|  MSE 101W |   B+   |   3.2967032967  |
|  MSE 102  |   B+   |  0.940438871473 |
|  MSE 104  |   A-   |  4.08163265306  |
|  MSE 105W |   A    |       0.0       |
|  MSE 106  |   A    |       0.0       |
|  MSE 110  |   B    |  1.81818181818  |
|  MSE 111  |  B-/B  |       12.5      |
|  MSE 182  |   B+   |  0.632911392405 |
|  MSE 210  |   B    |   1.5037593985  |
|  MSE 220  |   B-   |  2.66159695817  |
|  MSE 221  |   B    |  0.674157303371 |
|  MSE 222  |   C+   |  4.33789954338  |
|  MSE 223  |   B-   |   4.9504950495  |
|  MSE 226  |   C+   |  7.29166666667  |
|  MSE 231  |   B+   |  1.03092783505  |
|  MSE 250  |   B-   |  3.56234096692  |
|  MSE 251  |   B-   |  3.79146919431  |
|  MSE 280  |   B-   |  5.20446096654  |
|  MSE 281  |   C+   |  4.12371134021  |
|  MSE 282  |   B-   |  8.84955752212  |
|  MSE 283  |  B-/B  |  6.36363636364  |
|  MSE 300  |   B+   |  0.459770114943 |
|  MSE 305  |   A    |       0.0       |
|  MSE 305W |   A    |       0.0       |
|  MSE 310  |   B+   |  0.547945205479 |
|  MSE 311  |   B-   |  0.199600798403 |
|  MSE 312  |   B+   |       0.0       |
|  MSE 320  |   B    |  0.26525198939  |
|  MSE 321  |   C+   |  7.98004987531  |
|  MSE 329  |   B-   |  1.40845070423  |
|  MSE 331  |   B-   |  4.41176470588  |
|  MSE 332  |   B-   |       0.0       |
|  MSE 352  |   B-   |  2.22222222222  |
|  MSE 353  |   B+   |       0.0       |
|  MSE 364  |   B+   |   1.5503875969  |
|  MSE 380  |   B    |  2.24489795918  |
|  MSE 381  |   B    |  3.34029227557  |
|  MSE 382  |   B+   |       0.0       |
|  MSE 383  | C+/B-  |  4.28571428571  |
|  MSE 384  |   B+   |       0.0       |
|  MSE 387  |   B+   |   4.7619047619  |
|  MSE 388  | C+/B-  |  5.12820512821  |
|  MSE 390  |   B    |  0.833333333333 |
|  MSE 391  |   B-   |  2.41379310345  |
|  MSE 400  |   B+   |       0.0       |
|  MSE 401W |   A    |       0.0       |
|  MSE 402  |   A    |       0.0       |
|  MSE 403  |   A    |  1.85185185185  |
|  MSE 404  |   A    |       0.0       |
|  MSE 405W |   A-   |       0.0       |
|  MSE 406  |   A-   |       0.0       |
|  MSE 410  |   A    |       0.0       |
|  MSE 411  |   A    |       0.0       |
|  MSE 411W |   A    |       0.0       |
|  MSE 420  |  B-/B  |       0.0       |
|  MSE 421  |   B-   |  8.25688073394  |
|  MSE 422  |   B    |       0.0       |
|  MSE 425  |   B    |       0.0       |
|  MSE 426  |   B+   |       0.0       |
|  MSE 427  |   B    |       0.0       |
|  MSE 432  |   A-   |       0.0       |
|  MSE 436  | C+/B-  |      9.375      |
|  MSE 441  |   A    |       0.0       |
|  MSE 442W |   A    |       0.0       |
|  MSE 450  |   B+   |  0.862068965517 |
|  MSE 451  |   B    |   4.1095890411  |
|  MSE 460  |   B+   |       0.0       |
|  MSE 461  |   B    |       0.0       |
|  MSE 462  |   B    |       0.0       |
|  MSE 480  |   B+   |       0.0       |
|  MSE 481  |   B+   |       0.0       |
|  MSE 483  |   B    |  0.709219858156 |
|  MSE 484  |   B+   |       0.0       |
|  MSE 486  |   A-   |       0.0       |
|  MSE 487  |   A-   |       0.0       |
|  MSE 490  |  B/B+  |  1.08695652174  |
|  MSE 491  |   B    |  0.917431192661 |
|  MSE 492  |  B-/B  |       0.0       |
|  MSE 494  |  A/A+  |       0.0       |
|  MSE 497  |   A    |       0.0       |
|  MSSC 180 |   A+   |       0.0       |
|  MSSC 481 |   A+   |       0.0       |
|  NUSC 341 |   B    |  4.12371134021  |
|  NUSC 342 |   B+   |       0.0       |
|  NUSC 344 |   B    |  1.88679245283  |
|  NUSC 346 |   B+   |       0.0       |
|  NUSC 444 |   A-   |       0.0       |
|  PERS 118 |   B+   |  0.990099009901 |
|  PERS 168 |   A-   |  2.04081632653  |
|  PERS 200 | B+/A-  |       0.0       |
|  PERS 201 |   B+   |       0.0       |
| PHIL 100W |   B-   |  5.69654427646  |
|  PHIL 110 |   B-   |  11.0130111524  |
| PHIL 120W |   B-   |  3.30255681818  |
|  PHIL 121 |   B-   |  1.82926829268  |
|  PHIL 144 |   B-   |  7.60563380282  |
|  PHIL 150 |   B    |   2.0202020202  |
|  PHIL 151 |   B-   |  1.18343195266  |
|  PHIL 201 |   B    |  2.10526315789  |
|  PHIL 203 |   B    |  2.06611570248  |
|  PHIL 210 |   B    |   4.2471042471  |
|  PHIL 220 |   B-   |  5.74712643678  |
|  PHIL 221 |   B    |       0.0       |
|  PHIL 231 |   A-   |       0.0       |
|  PHIL 240 |   B+   |       0.0       |
|  PHIL 241 |   B-   |  5.35714285714  |
|  PHIL 242 |   B-   |       0.0       |
|  PHIL 280 |   B+   |       0.0       |
|  PHIL 300 |   B-   |  1.42405063291  |
|  PHIL 302 |   B+   |      0.625      |
|  PHIL 310 |   B    |       0.0       |
|  PHIL 314 |   A-   |  12.1212121212  |
|  PHIL 320 |   B    |   3.8961038961  |
|  PHIL 321 |   B    |  0.854700854701 |
|  PHIL 322 |   B+   |  0.854700854701 |
|  PHIL 327 |   B+   |       0.0       |
|  PHIL 328 |   B+   |  7.14285714286  |
|  PHIL 331 |   B+   |  4.46096654275  |
|  PHIL 332 |   B+   |  2.45098039216  |
|  PHIL 333 |   B    |   3.9603960396  |
|  PHIL 341 |   B+   |  6.18556701031  |
|  PHIL 343 |   B    |  3.33333333333  |
|  PHIL 344 |   B    |  3.26086956522  |
|  PHIL 350 |   B    |  3.57142857143  |
|  PHIL 352 |   B    |       0.0       |
|  PHIL 356 |   B    |  2.12765957447  |
|  PHIL 357 |   B+   |  2.98507462687  |
| PHIL 421W |   B+   |       0.0       |
|  PHIL 435 |   A    |       0.0       |
| PHIL 451W |   B+   |       6.25      |
| PHIL 455W |   A-   |  3.84615384615  |
| PHIL 467W |   B+   |       8.0       |
|  PHIL 477 |   A    |       0.0       |
|  PHIL 478 |   A    |       0.0       |
|  PHIL XX1 |   C+   |  8.48259547144  |
|  PHYS 100 |   B-   |  8.42044134727  |
|  PHYS 101 |   B-   |  2.60336906585  |
|  PHYS 102 |   B    |  2.48138957816  |
|  PHYS 120 |   B-   |  6.30150266602  |
|  PHYS 121 |   B-   |  5.59875583204  |
|  PHYS 125 |   B+   |  4.90797546012  |
|  PHYS 126 | B+/A-  |  5.76923076923  |
|  PHYS 130 |   A-   |  0.460829493088 |
|  PHYS 131 |   B+   |  0.62630480167  |
|  PHYS 132 |   A-   |  0.518134715026 |
|  PHYS 133 |   A-   |       0.0       |
|  PHYS 140 |   B-   |  2.33050847458  |
|  PHYS 141 |   B-   |  2.61780104712  |
|  PHYS 190 |   B    |   2.6334519573  |
|  PHYS 192 |   B+   |  0.854700854701 |
|  PHYS 201 |   F    |      100.0      |
|  PHYS 211 |   B    |  3.18021201413  |
|  PHYS 221 |   B-   |  6.29921259843  |
|  PHYS 231 |   B+   |       1.25      |
|  PHYS 233 |   B+   |  0.694444444444 |
|  PHYS 255 |   B+   |  3.27868852459  |
|  PHYS 285 |   B-   |  5.55555555556  |
|  PHYS 321 |  C/C+  |  16.9230769231  |
|  PHYS 326 |   B    |       0.0       |
| PHYS 332W |   B    |   2.7027027027  |
|  PHYS 344 |   B    |  5.08474576271  |
|  PHYS 346 |   A-   |  3.84615384615  |
|  PHYS 347 |  B-/B  |       0.0       |
|  PHYS 365 |   B+   |  1.72413793103  |
|  PHYS 384 |   B+   |  8.26446280992  |
|  PHYS 385 |   B    |  6.57894736842  |
|  PHYS 390 |   B    |       0.0       |
|  PHYS 395 |   B+   |  2.27272727273  |
|  PHYS 413 |   B+   |       0.0       |
|  PHYS 415 |   A-   |       0.0       |
|  PHYS 421 |   B-   |  5.89970501475  |
|  PHYS 431 |   B+   |       0.0       |
|  PHYS 432 |   A+   |       0.0       |
|  PHYS 433 |  A-/A  |       0.0       |
|  PHYS 445 |   A-   |   4.7619047619  |
|  PHYS 455 |   B    |       0.0       |
|  PHYS 465 |   B+   |  1.85185185185  |
|  PHYS 485 |   B+   |  1.96078431373  |
|  PHYS 490 |   A    |       0.0       |
|  PHYS 492 |   A-   |       0.0       |
|  POL 100  |   B-   |  3.25309043591  |
|  POL 101W |   B-   |  3.76606114311  |
|  POL 151  |   B    |  0.727934485896 |
|  POL 201  |   B    |  6.23100303951  |
|  POL 210  |   B    |  3.91891891892  |
|  POL 211  |   B    |  3.84615384615  |
|  POL 221  |   B    |  1.77865612648  |
|  POL 222  |   B+   |  1.68067226891  |
|  POL 223  |   B+   |  2.85714285714  |
|  POL 231  |   B    |   2.1164021164  |
|  POL 232  |   B    |  2.10526315789  |
|  POL 241  |   B    |  4.05679513185  |
|  POL 251  |   B+   |  0.48309178744  |
|  POL 252  |   B+   |       1.0       |
|  POL 253  |  B-/B  |  3.16455696203  |
|  POL 311  |   B+   |  2.27272727273  |
|  POL 312  |   B    |       0.0       |
|  POL 313  |   B    |  5.08474576271  |
|  POL 314  |   B    |  3.57142857143  |
|  POL 315  |   B+   |  10.1265822785  |
|  POL 319  |   B    |   4.6511627907  |
|  POL 321  |   A-   |       6.25      |
|  POL 322  |   B+   |       0.0       |
|  POL 324  |   B    |   1.5873015873  |
|  POL 327  |  B/B+  |       5.2       |
|  POL 329  |   B+   |  3.40314136126  |
|  POL 335  |   B+   |  1.94174757282  |
|  POL 338W |   B    |  10.7438016529  |
|  POL 339  |   B+   |   1.8544935806  |
|  POL 342  |   B+   |  2.29357798165  |
|  POL 343  |   B    |  1.87074829932  |
|  POL 344  |   B    |  1.54905335628  |
|  POL 346  |   B    |  1.19047619048  |
|  POL 347  |   B+   |  0.813008130081 |
|  POL 348  |   B    |  3.69230769231  |
|  POL 349  |   B+   |  1.64609053498  |
|  POL 354  |   A-   |  5.71428571429  |
|  POL 356  |   B+   |       0.0       |
|  POL 358  |   B+   |  2.36220472441  |
|  POL 359  |   B+   |  2.43902439024  |
|  POL 373  |   B+   |       0.0       |
|  POL 374  |   B    |       0.0       |
|  POL 381  |   B-   |  3.22580645161  |
|  POL 411  |   B    |  5.45454545455  |
|  POL 415  |   B    |       0.0       |
|  POL 416  |   A-   |       0.0       |
|  POL 417  |   A-   |       0.0       |
|  POL 419  |   B+   |       5.0       |
|  POL 422  |   B    |  5.88235294118  |
|  POL 423  |  A-/A  |       0.0       |
|  POL 426W |   B+   |       0.0       |
|  POL 428  |   B    |  1.11111111111  |
|  POL 429  |   A-   |       0.0       |
|  POL 436  |   B-   |  2.38095238095  |
|  POL 438  |   A-   |       0.0       |
|  POL 439  |   B+   |       0.0       |
|  POL 443  |   B+   |  6.66666666667  |
|  POL 445  |   B+   |       0.0       |
|  POL 445W |   B+   |  2.66666666667  |
|  POL 446  |   B+   |       0.0       |
|  POL 446W |   B    |  1.96078431373  |
|  POL 447  |   B+   |  2.12765957447  |
|  POL 448  |   B+   |       0.0       |
|  POL 449  |   B    |  4.54545454545  |
|  POL 451  |   B+   |  0.813008130081 |
|  POL 452W |   B+   |       0.0       |
|  POL 454  |   B+   |       0.0       |
|  POL 455  |   B+   |       0.0       |
|  POL 456  | B+/A-  |       0.0       |
|  POL 457  |   A-   |  2.94117647059  |
|  POL 457W |   B+   |  1.49253731343  |
|  POL 458  |   A-   |       0.0       |
|  POL 459  |   A-   |       0.0       |
|  POL 460  |   A-   |       0.0       |
|  POL 481  |   B+   |       0.0       |
|  POL 496  |   A-   |       0.0       |
|  POL 497  |   A-   |       0.0       |
|  POL 498  |   A    |  3.84615384615  |
|  POL 499  |   A    |       0.0       |
|  PSYC 100 |   B-   |  4.33443865467  |
|  PSYC 102 |   B-   |  3.44396859386  |
|  PSYC 106 |   B-   |  2.74509803922  |
| PSYC 109W |   B-   |  5.02793296089  |
| PSYC 201W |   B-   |  3.04389618712  |
|  PSYC 210 |   B-   |  1.79324894515  |
|  PSYC 221 |   B-   |  3.30656589513  |
|  PSYC 241 |   B-   |  2.35109717868  |
|  PSYC 250 |   B-   |  2.58658483121  |
|  PSYC 260 |   B-   |  2.63959390863  |
|  PSYC 268 |   B-   |  3.79894798364  |
|  PSYC 280 |   B-   |   4.4187269858  |
| PSYC 300W |   B    |  3.68020304569  |
|  PSYC 301 |   B+   |  0.337837837838 |
|  PSYC 303 |   B-   |       2.08      |
|  PSYC 308 |   B    |  1.34328358209  |
|  PSYC 325 |   B    |  1.52905198777  |
|  PSYC 330 |   B-   |  0.602409638554 |
|  PSYC 354 |   B    |   2.5538707103  |
|  PSYC 355 |   B    |  1.28440366972  |
|  PSYC 356 |   B    |  0.720906282183 |
|  PSYC 357 |   B    |   2.5974025974  |
|  PSYC 358 |   B-   |   3.0303030303  |
|  PSYC 362 |   B    |  0.429184549356 |
|  PSYC 363 |   B    |  1.27005347594  |
|  PSYC 365 |   B    | 0.0961538461538 |
|  PSYC 366 |   B    |  0.727272727273 |
|  PSYC 367 |   B    |       0.0       |
|  PSYC 370 |   B-   |  3.29489291598  |
|  PSYC 371 |   B    |  0.910746812386 |
|  PSYC 376 |   B    |  0.675675675676 |
|  PSYC 379 |   B    |  1.11940298507  |
|  PSYC 381 |   B-   |  4.19161676647  |
|  PSYC 382 |   B    |  1.15942028986  |
|  PSYC 383 |   B    |  3.39702760085  |
|  PSYC 385 |   B-   |  1.16678105697  |
|  PSYC 386 |   A-   |       0.0       |
|  PSYC 387 |   B-   |  1.96078431373  |
|  PSYC 388 |   B-   |  0.970873786408 |
|  PSYC 389 |   B-   |   0.3367003367  |
|  PSYC 391 |   B    |  1.26782884311  |
|  PSYC 402 |   A-   |       0.0       |
|  PSYC 410 |   A    |       0.0       |
|  PSYC 411 |   A+   |       0.0       |
|  PSYC 441 |   A    |       0.0       |
|  PSYC 450 |   A    |       0.0       |
|  PSYC 451 |   A    |       0.0       |
|  PSYC 452 |   A    |       0.0       |
|  PSYC 457 |   A    |       0.0       |
|  PSYC 459 |   A+   |       0.0       |
|  PSYC 461 |   A    |       0.0       |
|  PSYC 462 |   A    |       0.0       |
|  PSYC 463 |   A-   |       0.0       |
|  PSYC 464 |   A    |       5.0       |
|  PSYC 476 |   A-   |       0.0       |
|  PSYC 479 |   A    |       0.0       |
|  PSYC 480 |   A    |       0.0       |
|  PSYC 490 |   A    |       0.0       |
|  PSYC 491 |   A    |       0.0       |
|  PSYC 493 |   A    |  0.714285714286 |
|  PSYC 494 |   A    |       0.0       |
|  PSYC 499 |   A+   |       0.0       |
| PSYC X99W |   B    |       0.0       |
|  PUB 101  |   A-   |  2.62582056893  |
|  PUB 131  |   B+   |       2.5       |
|  PUB 201  |   A-   |       6.0       |
|  PUB 210  |   B-   |       0.0       |
|  PUB 210W |   B    |       0.0       |
|  PUB 212  |   B+   |  0.694444444444 |
|  PUB 230  |   B    |       0.0       |
|  PUB 231  |   B    |  3.20512820513  |
|  PUB 330  |   B+   |       0.0       |
|  PUB 332  |   B+   |       0.0       |
|  PUB 350  |   B    |       0.0       |
|  PUB 355  |  B/B+  |       0.0       |
|  PUB 355W |   B    |  0.813008130081 |
|  PUB 372  |   B+   |  0.790513833992 |
|  PUB 375  |   B    |       0.0       |
|  PUB 401  |   B+   |       0.0       |
|  PUB 438  |   B+   |       0.0       |
|  PUB 450  |   B    |       0.0       |
|  PUB 456  |   B+   |       0.0       |
|  PUB 478  |   B+   |  1.44927536232  |
|  PUB 484  |   A-   |       0.0       |
|  REM 100  |   B-   |  2.52100840336  |
|  REM 200  |   B+   |       0.0       |
|  REM 201  |   B+   |  2.38095238095  |
|  REM 301  |   A-   |       0.0       |
|  REM 311  |   A-   |  1.09289617486  |
|  REM 321  |   B+   |       0.5       |
|  REM 350  |   B-   |  3.91891891892  |
|  REM 356  |   B+   |  1.45631067961  |
|  REM 370  |   B+   |       0.0       |
|  REM 375  |   B+   |       0.0       |
|  REM 401  |   A-   |       0.0       |
|  REM 403  |   B+   |       0.0       |
|  REM 412  |   B+   |       0.0       |
|  REM 445  |   A-   |   1.0152284264  |
|  REM 471  |   A-   |  1.44927536232  |
|  REM 475  |   B+   |       0.0       |
|  SA 100W  |   B-   |  5.42778288868  |
|   SA 101  |   B    |  1.83184593706  |
|   SA 150  |   B-   |  2.21569070766  |
|  SA 201W  |   B    |  3.01507537688  |
|   SA 203  |   B    |  1.52284263959  |
|   SA 210  |  B-/B  |  2.08333333333  |
|   SA 218  |   B    |  1.06382978723  |
|   SA 231  |   B    |  0.877192982456 |
|   SA 245  |   B    |       0.0       |
|   SA 250  |   B-   |  2.99003322259  |
|   SA 255  |   B    |       0.0       |
|   SA 260  |   B+   |       0.0       |
|   SA 275  |   B    |       0.0       |
|   SA 286  |   B+   |       0.0       |
|   SA 300  |   B    |  2.77777777778  |
|   SA 301  |   B+   |  0.675675675676 |
|  SA 302W  |   B    |   1.4888337469  |
|   SA 304  |   B    |  0.378787878788 |
|   SA 315  |   B    |       0.0       |
|   SA 316  |   B-   |  1.81818181818  |
|   SA 318  |   B+   |       0.0       |
|   SA 319  |   B+   |       0.0       |
|   SA 321  |   B    |  1.11731843575  |
|   SA 322  |   B    |       0.0       |
|   SA 323  |   B    |       0.0       |
|   SA 325  |   B+   |  0.884955752212 |
|   SA 326  |   B+   |       1.0       |
|   SA 327  |   B+   |  1.53846153846  |
|   SA 331  |   B+   |       0.0       |
|   SA 332  |   B    |       0.0       |
|   SA 335  |   B    |  0.732600732601 |
|   SA 337  |   B    |       0.0       |
|   SA 340  |   B-   |       0.0       |
|   SA 345  |   B    |  0.631578947368 |
|   SA 350  |   B    |  1.22549019608  |
|   SA 351  |   B    |       0.0       |
|   SA 352  |   B    |       0.0       |
|   SA 353  |  B-/B  |   2.5974025974  |
|   SA 355  |   B    |  2.12201591512  |
|  SA 356W  |   B    |  1.63599182004  |
|   SA 358  |   B-   |  2.23325062035  |
|   SA 359  |   A    |       0.0       |
|   SA 360  |   B    |       1.2       |
|   SA 362  |   B    |   2.7027027027  |
|   SA 363  |   B+   |      3.125      |
|   SA 364  |   B    |  1.14942528736  |
|   SA 365  |   A-   |       0.0       |
|   SA 368  |   B    |       0.0       |
|   SA 371  |   B+   |  0.694444444444 |
|   SA 386  |   B+   |       0.0       |
|   SA 388  |   B+   |  1.90476190476  |
|   SA 392  |   B-   |  5.26315789474  |
|   SA 396  |   B    |       0.0       |
|   SA 402  |   B+   |  1.27388535032  |
|   SA 410  |   B+   |   2.5641025641  |
|   SA 416  |   B+   |       0.0       |
|   SA 417  |   A-   |       0.0       |
|   SA 418  |   B+   |       0.0       |
|   SA 420  |   B-   |  0.744878957169 |
|   SA 421  |   B    |       0.0       |
|   SA 429  |   B+   |  1.28205128205  |
|   SA 430  |   B+   |       0.0       |
|   SA 450  |   A    |       0.0       |
|   SA 451  |   A    |       0.0       |
|   SA 460  |  B/A-  |       0.0       |
|   SA 461  |   B+   |       0.0       |
|   SA 472  |   A-   |       0.0       |
|   SA 474  |   A    |       0.0       |
|   SA 496  |  A-/A  |       0.0       |
|   SA 497  |   A    |       0.0       |
|   SA 498  |   A-   |       0.0       |
|   SA 499  |   A    |       0.0       |
|  SCD 201  |   B+   |  0.975609756098 |
|  SCD 301  |   A-   |  1.27118644068  |
|  SCD 401  |   B+   |  2.38095238095  |
|  SCD 403  |   A-   |  0.636942675159 |
|  SCD 404  |   A    |       0.0       |
|  SCD 410  |   B+   |  2.47524752475  |
|  SCD 412  |   A-   |       0.0       |
|  SCI 191  |   A-   |       0.0       |
|  SCI 300  |   B-   |  0.914380714879 |
|  SPAN 102 |   B    |  7.17054263566  |
|  SPAN 103 |   B    |  2.77008310249  |
|  SPAN 201 |   B    |       0.0       |
|  SPAN 202 |   B+   |  5.26315789474  |
|  SPAN 204 |   A-   |       0.0       |
|  SPAN 301 |   A-   |      3.125      |
|  SPAN 302 |   B+   |       0.0       |
|  SPAN 303 |   B+   |       0.0       |
|  SPAN 304 |   A-   |       0.0       |
|  SPAN 305 |   A    |       0.0       |
|  SPAN 306 |   A-   |       0.0       |
|  STAT 100 |   B    |  3.59543010753  |
|  STAT 101 |   B-   |  6.92082111437  |
|  STAT 201 |   B-   |   4.9591280654  |
|  STAT 203 |   B-   |  8.12274368231  |
|  STAT 270 |   C+   |  9.45996275605  |
|  STAT 285 |   B    |  5.21008403361  |
| STAT 300W |   B+   |  3.13725490196  |
|  STAT 302 |   B    |       1.6       |
|  STAT 305 |   B+   |  1.15176151762  |
|  STAT 330 |   B    |  2.65486725664  |
|  STAT 340 |   B-   |  12.5523012552  |
|  STAT 341 |   B-   |  13.6363636364  |
|  STAT 342 |   B+   |  15.5555555556  |
|  STAT 350 |   B    |  2.51256281407  |
|  STAT 380 |   B    |  1.29032258065  |
|  STAT 402 |   B    |  4.08163265306  |
|  STAT 403 |   C+   |  19.7530864198  |
|  STAT 410 |   B+   |  0.78431372549  |
|  STAT 430 |   B+   |  0.420168067227 |
|  STAT 445 |   B    |   3.0487804878  |
|  STAT 450 |   B    |       0.0       |
|  STAT 460 |   B+   |  6.74157303371  |
|  STAT 475 |   B-   |  6.14035087719  |
|  STAT 485 |   B+   |  0.813008130081 |
|  STAT 490 |   B+   |       0.0       |
|   WL 100  |   B    |  2.51396648045  |
|  WL 101W  |   B    |  0.952380952381 |
|   WL 102  |   B    |      1.875      |
|  WL 102W  |   B    |       0.0       |
|  WL 103W  |   B    |  1.65289256198  |
|  WL 104W  |   B    |   1.5444015444  |
|   WL 200  |   B+   |       2.0       |
|   WL 201  |   B+   |       0.0       |
|   WL 202  |   B+   |       0.0       |
|   WL 203  |   B+   |  1.66666666667  |
|   WL 204  |   B    |       0.0       |
|   WL 300  |   B+   |       0.0       |
|  WL 301W  |   B    |  3.57142857143  |
|   WL 303  |   B+   |  1.66666666667  |
|   WL 304  |   B    |       0.0       |
|  WL 305W  |   B+   |       0.0       |
|   WL 306  |   B+   |       0.0       |
|   WL 308  |   B+   |  3.33333333333  |
|   WL 309  |   B    |  1.44927536232  |
|   WL 310  |   B+   |       0.0       |
|   WL 320  |   A-   |       0.0       |
|   WL 330  |   B+   |  1.06382978723  |
|   WL 340  |   A    |       0.0       |
|   WL 400  |   B+   |       0.0       |
|   WL 401  |  B/B+  |  4.54545454545  |
|   WL 402  |   A-   |       0.0       |
|   WL 403  |   B+   |       0.0       |
|  WL 404W  |   A-   |       0.0       |
|   WL 410  |   B+   |  3.44827586207  |
